"Date","Price","Open","High","Low","Vol.","Change %"
"11/26/2017","99.65","89.13","104.75","76.01","29.05M","11.80%"
"11/19/2017","89.13","69.35","89.88","68.00","17.78M","28.52%"
"11/12/2017","69.35","62.49","72.50","57.08","15.45M","10.98%"
"11/05/2017","62.49","55.09","67.24","53.37","16.22M","13.43%"
"10/29/2017","55.09","54.52","58.39","50.25","7.81M","1.05%"
"10/22/2017","54.52","58.14","59.19","52.45","7.48M","-6.23%"
"10/15/2017","58.14","63.94","69.59","52.90","14.24M","-9.07%"
"10/08/2017","63.94","52.57","66.85","48.15","14.41M","21.63%"
"10/01/2017","52.57","55.26","55.33","50.25","5.48M","-4.87%"
"09/24/2017","55.26","49.41","57.44","47.10","12.45M","11.84%"
"09/17/2017","49.41","52.47","58.00","45.00","18.01M","-5.83%"
"09/10/2017","52.47","71.27","71.93","33.56","34.82M","-26.38%"
"09/03/2017","71.27","79.84","84.62","64.00","23.80M","-10.73%"
"08/27/2017","79.84","51.55","98.28","51.20","27.80M","54.88%"
"08/20/2017","51.55","45.18","55.00","44.07","8.79M","14.10%"
"08/13/2017","45.18","46.33","47.99","41.65","7.15M","-2.48%"
"08/06/2017","46.33","45.85","49.98","44.78","6.98M","1.05%"
"07/30/2017","45.85","41.01","47.09","38.40","6.25M","11.80%"
"07/23/2017","41.01","46.70","46.95","38.28","6.21M","-12.18%"
"07/16/2017","46.70","38.14","47.93","34.78","12.74M","22.44%"
"07/09/2017","38.14","51.27","52.55","37.50","13.10M","-25.61%"
"07/02/2017","51.27","38.37","57.75","37.15","18.87M","33.62%"
"06/25/2017","38.37","43.05","43.76","33.38","11.74M","-10.87%"
"06/18/2017","43.05","46.01","49.99","39.56","17.50M","-6.43%"
"06/11/2017","46.01","30.13","49.00","24.42","23.13M","52.70%"
"06/04/2017","30.13","27.40","31.80","26.79","11.23M","9.96%"
"05/28/2017","27.40","23.50","29.94","23.06","10.49M","16.60%"
"05/21/2017","23.50","27.34","35.88","19.08","16.53M","-14.05%"
"05/14/2017","27.34","29.09","30.60","20.31","13.92M","-6.02%"
"05/07/2017","29.09","28.43","38.91","22.67","17.50M","2.32%"
"04/30/2017","28.43","16.34","36.00","15.50","19.27M","73.99%"
"04/23/2017","16.34","14.35","16.40","13.47","9.16M","13.87%"
"04/16/2017","14.35","11.69","16.00","10.01","7.58M","22.75%"
"04/09/2017","11.69","10.79","12.23","8.57","5.84M","8.34%"
"04/02/2017","10.79","7.61","13.75","7.03","10.16M","41.79%"
"03/26/2017","7.61","4.09","9.90","4.03","3.84M","86.06%"
"03/19/2017","4.09","4.02","4.50","3.81","671.01K","1.74%"
"03/12/2017","4.02","3.82","4.61","3.69","658.07K","5.24%"
"03/05/2017","3.82","4.04","4.26","3.70","245.35K","-5.45%"
"02/26/2017","4.04","3.90","4.50","3.80","259.47K","3.59%"
"02/19/2017","3.90","3.84","4.00","3.76","148.34K","1.56%"
"02/12/2017","3.84","3.84","3.95","3.74","109.15K","0.00%"
"02/05/2017","3.84","4.02","4.06","3.62","276.07K","-4.48%"
"01/29/2017","4.02","3.87","4.19","3.83","131.28K","3.88%"
"01/22/2017","3.87","3.92","3.97","3.65","80.32K","-1.28%"
"01/15/2017","3.92","4.00","4.16","3.81","44.53K","-2.00%"
"01/08/2017","4.00","3.98","4.75","3.79","70.96K","0.50%"
"01/01/2017","3.98","4.36","5.99","3.66","15.35M","-8.72%"
"12/25/2016","4.36","4.47","5.00","4.08","39.42K","-2.46%"
"12/18/2016","4.47","3.72","5.14","3.61","69.56K","20.16%"
"12/11/2016","3.72","3.70","3.72","3.50","5.41K","0.54%"
"12/04/2016","3.70","3.90","3.92","3.32","36.36K","-5.13%"
"11/27/2016","3.90","3.86","3.98","3.51","18.77K","1.04%"
"11/20/2016","3.86","3.92","3.99","3.81","13.44K","-1.53%"
"11/13/2016","3.92","3.75","4.06","3.65","43.30K","4.53%"
"11/06/2016","3.75","3.87","3.99","3.72","25.18K","-3.10%"
"10/30/2016","3.87","4.06","4.50","3.77","56.51K","-4.68%"
"10/23/2016","4.06","3.84","4.24","3.70","37.35K","5.73%"
"10/16/2016","3.84","3.92","3.94","3.75","17.25K","-2.04%"
"10/09/2016","3.92","3.86","3.94","3.75","18.61K","1.55%"
"10/02/2016","3.86","3.85","3.94","3.78","30.78K","0.26%"
"09/25/2016","3.85","3.87","4.00","3.79","16.96K","-0.52%"
"09/18/2016","3.87","3.82","6.72","3.61","43.41K","1.31%"
"09/11/2016","3.82","3.96","4.04","3.77","15.21K","-3.54%"
"09/04/2016","3.96","3.88","4.08","3.85","13.93K","2.06%"
"08/28/2016","3.88","3.78","4.35","3.26","49.85K","2.65%"
