"Date","Price","Open","High","Low","Vol.","Change %"
"12/14/2024","118.22","124.54","125.04","115.46","973.74K","-5.08%"
"12/13/2024","124.54","119.18","125.06","117.20","1.44M","4.50%"
"12/12/2024","119.18","117.33","124.98","116.52","1.87M","1.58%"
"12/11/2024","117.32","109.80","118.65","106.16","1.62M","6.85%"
"12/10/2024","109.80","110.45","114.73","101.48","3.41M","-0.88%"
"12/09/2024","110.78","134.85","134.95","101.38","3.09M","-17.85%"
"12/08/2024","134.84","133.80","135.74","130.20","913.72K","0.78%"
"12/07/2024","133.80","135.92","138.54","131.78","1.17M","-1.56%"
"12/06/2024","135.91","135.75","139.17","130.18","1.61M","0.06%"
"12/05/2024","135.84","133.75","146.49","125.03","3.74M","1.56%"
"12/04/2024","133.75","130.80","135.14","122.07","2.41M","2.27%"
"12/03/2024","130.78","132.90","134.94","122.12","3.35M","-1.58%"
"12/02/2024","132.88","119.56","139.18","115.23","6.06M","11.13%"
"12/01/2024","119.58","102.68","121.26","99.37","2.70M","16.48%"
"11/30/2024","102.66","104.67","104.82","100.44","1.14M","-1.92%"
"11/29/2024","104.67","95.52","104.69","94.75","1.16M","9.58%"
"11/28/2024","95.52","97.24","98.26","93.72","748.68K","-1.75%"
"11/27/2024","97.22","92.92","98.90","91.52","1.16M","4.63%"
"11/26/2024","92.92","92.22","95.23","88.08","1.27M","0.75%"
"11/25/2024","92.22","96.93","99.16","91.13","1.51M","-4.84%"
"11/24/2024","96.92","99.48","103.01","91.74","2.12M","-2.57%"
"11/23/2024","99.47","92.20","106.13","92.11","4.37M","7.96%"
"11/22/2024","92.14","89.51","92.63","87.79","1.78M","2.95%"
"11/21/2024","89.49","83.39","91.76","81.69","2.15M","7.31%"
"11/20/2024","83.40","86.64","87.77","82.41","1.27M","-3.74%"
"11/19/2024","86.64","89.19","90.10","85.11","1.39M","-2.86%"
"11/18/2024","89.19","87.18","94.66","86.49","2.35M","2.31%"
"11/17/2024","87.17","95.39","97.26","85.06","2.44M","-8.62%"
"11/16/2024","95.39","83.70","98.36","82.87","4.25M","13.97%"
"11/15/2024","83.70","82.26","87.14","78.90","2.33M","1.76%"
"11/14/2024","82.25","75.40","84.67","74.25","3.60M","9.09%"
"11/13/2024","75.40","76.64","77.88","71.88","1.71M","-1.62%"
"11/12/2024","76.64","80.02","82.71","74.13","2.47M","-4.21%"
"11/11/2024","80.01","76.53","80.24","74.63","2.47M","4.54%"
"11/10/2024","76.53","73.98","78.19","73.63","1.50M","3.44%"
"11/09/2024","73.98","72.78","74.18","71.61","532.93K","1.65%"
"11/08/2024","72.78","71.44","73.02","70.68","591.83K","1.88%"
"11/07/2024","71.44","71.02","72.34","69.97","601.30K","0.57%"
"11/06/2024","71.03","65.40","71.61","65.40","1.18M","8.61%"
"11/05/2024","65.40","65.55","67.28","64.88","561.52K","-0.23%"
"11/04/2024","65.55","66.84","67.72","64.46","466.65K","-1.93%"
"11/03/2024","66.84","69.19","69.29","65.28","494.29K","-3.39%"
"11/02/2024","69.18","70.24","71.23","68.86","321.97K","-1.50%"
"11/01/2024","70.24","69.33","71.04","67.76","541.17K","1.36%"
"10/31/2024","69.30","71.76","72.07","68.49","505.26K","-3.44%"
"10/30/2024","71.77","73.98","74.26","71.50","421.59K","-2.99%"
"10/29/2024","73.98","70.80","74.35","70.71","575.70K","4.50%"
"10/28/2024","70.79","71.06","71.55","69.64","424.02K","-0.40%"
"10/27/2024","71.08","68.47","71.20","68.03","242.32K","3.81%"
"10/26/2024","68.47","68.85","69.71","68.08","315.87K","-0.56%"
"10/25/2024","68.85","71.16","72.27","67.02","548.94K","-3.24%"
"10/24/2024","71.15","70.04","71.32","69.30","360.45K","1.54%"
"10/23/2024","70.08","70.04","70.41","67.99","414.28K","0.05%"
"10/22/2024","70.04","70.75","71.60","69.42","826.97K","-0.97%"
"10/21/2024","70.73","74.28","74.55","70.35","597.11K","-4.78%"
"10/20/2024","74.27","74.86","75.62","73.72","389.80K","-0.78%"
"10/19/2024","74.86","73.07","76.06","73.05","441.08K","2.47%"
"10/18/2024","73.06","72.79","74.82","71.91","641.99K","0.37%"
"10/17/2024","72.79","70.08","73.96","69.99","754.47K","3.84%"
"10/16/2024","70.10","70.87","72.98","69.36","934.60K","-1.10%"
"10/15/2024","70.88","66.84","71.67","65.39","1.42M","6.05%"
"10/14/2024","66.84","64.80","67.35","64.15","595.17K","3.14%"
"10/13/2024","64.80","66.19","66.30","64.47","217.89K","-2.10%"
"10/12/2024","66.19","65.55","66.64","65.12","206.28K","0.98%"
"10/11/2024","65.55","64.30","65.90","64.30","274.79K","1.96%"
"10/10/2024","64.29","64.57","65.08","63.41","298.76K","-0.44%"
"10/09/2024","64.57","65.69","65.96","64.14","368.55K","-1.70%"
"10/08/2024","65.69","64.77","66.16","64.58","314.21K","1.49%"
"10/07/2024","64.72","67.04","67.97","64.51","486.92K","-3.45%"
"10/06/2024","67.04","66.28","67.65","66.14","259.48K","1.14%"
"10/05/2024","66.28","64.95","66.35","64.71","262.17K","2.04%"
"10/04/2024","64.95","63.45","65.18","63.33","293.87K","2.36%"
"10/03/2024","63.45","62.95","63.97","61.98","464.81K","0.80%"
"10/02/2024","62.95","63.42","64.75","62.28","454.17K","-0.75%"
"10/01/2024","63.43","66.88","68.55","62.05","648.52K","-5.16%"
"09/30/2024","66.88","69.27","69.34","66.33","466.20K","-3.46%"
"09/29/2024","69.27","69.97","70.30","68.52","293.19K","-1.00%"
"09/28/2024","69.97","71.11","71.49","69.02","411.05K","-1.60%"
"09/27/2024","71.11","68.56","71.20","68.31","524.06K","3.72%"
"09/26/2024","68.56","66.56","68.56","65.65","393.95K","3.01%"
"09/25/2024","66.56","66.70","67.84","65.92","322.22K","-0.20%"
"09/24/2024","66.69","66.95","67.16","65.69","394.83K","-0.40%"
"09/23/2024","66.96","68.71","69.27","66.68","402.13K","-2.56%"
"09/22/2024","68.71","66.84","68.77","66.51","401.36K","2.80%"
"09/21/2024","66.84","65.33","67.12","64.85","302.78K","2.31%"
"09/20/2024","65.33","65.43","66.44","64.36","465.71K","-0.15%"
"09/19/2024","65.43","64.83","66.05","64.70","449.13K","0.95%"
"09/18/2024","64.81","63.78","64.82","62.45","397.82K","1.61%"
"09/17/2024","63.79","62.62","64.03","61.96","409.68K","1.86%"
"09/16/2024","62.62","63.25","63.73","62.11","357.81K","-1.00%"
"09/15/2024","63.26","65.91","66.31","62.97","393.06K","-4.02%"
"09/14/2024","65.91","64.92","66.74","64.89","520.53K","1.55%"
"09/13/2024","64.90","62.84","64.98","62.42","528.14K","3.27%"
"09/12/2024","62.84","62.18","63.13","61.53","495.62K","1.08%"
"09/11/2024","62.18","61.52","62.41","60.14","644.70K","1.07%"
"09/10/2024","61.52","61.42","61.77","60.36","498.92K","0.16%"
"09/09/2024","61.42","60.91","61.74","59.67","795.77K","0.84%"
"09/08/2024","60.91","62.07","62.28","59.98","572.74K","-1.92%"
"09/07/2024","62.10","63.04","64.15","61.67","458.46K","-1.49%"
"09/06/2024","63.04","66.07","66.79","61.25","646.86K","-4.62%"
"09/05/2024","66.09","65.42","68.44","64.44","962.94K","1.03%"
"09/04/2024","65.42","64.35","66.21","62.21","589.89K","1.67%"
"09/03/2024","64.34","65.37","66.37","64.32","434.49K","-1.57%"
"09/02/2024","65.37","63.57","65.72","62.64","455.14K","2.82%"
"09/01/2024","63.58","64.97","65.10","62.92","346.80K","-2.14%"
"08/31/2024","64.97","64.91","66.37","64.87","426.77K","0.10%"
"08/30/2024","64.90","62.51","65.40","61.58","601.19K","3.83%"
"08/29/2024","62.51","61.81","63.89","61.09","801.24K","1.14%"
"08/28/2024","61.80","60.44","62.37","59.48","493.70K","2.23%"
"08/27/2024","60.45","63.07","63.96","59.21","536.43K","-4.17%"
"08/26/2024","63.08","64.82","65.08","63.07","422.49K","-2.73%"
"08/25/2024","64.85","66.58","66.87","64.44","348.04K","-2.59%"
"08/24/2024","66.58","66.12","67.98","65.44","428.25K","0.70%"
"08/23/2024","66.11","63.79","66.78","63.53","538.81K","3.64%"
"08/22/2024","63.79","64.29","64.36","62.59","409.21K","-0.80%"
"08/21/2024","64.31","64.41","64.76","62.06","625.41K","-0.17%"
"08/20/2024","64.42","66.32","67.29","63.22","547.71K","-2.87%"
"08/19/2024","66.32","66.34","67.42","66.01","429.16K","-0.03%"
"08/18/2024","66.34","67.57","68.11","66.14","364.37K","-1.80%"
"08/17/2024","67.56","66.51","67.83","65.90","306.24K","1.57%"
"08/16/2024","66.51","65.32","66.76","64.37","598.44K","1.89%"
"08/15/2024","65.28","64.06","66.86","63.60","827.25K","1.90%"
"08/14/2024","64.06","63.44","64.68","62.73","465.13K","0.98%"
"08/13/2024","63.44","61.51","63.46","61.15","420.05K","3.15%"
"08/12/2024","61.51","59.72","62.02","59.28","575.42K","3.04%"
"08/11/2024","59.70","61.17","62.28","58.94","415.14K","-2.41%"
"08/10/2024","61.17","60.73","61.55","60.15","252.99K","0.73%"
"08/09/2024","60.73","61.14","61.23","59.42","388.39K","-0.74%"
"08/08/2024","61.18","55.94","61.91","55.25","519.66K","9.38%"
"08/07/2024","55.94","58.25","59.49","55.45","866.29K","-3.98%"
"08/06/2024","58.26","56.08","59.29","56.03","716.02K","3.90%"
"08/05/2024","56.07","62.45","62.56","50.31","3.56M","-10.21%"
"08/04/2024","62.44","64.66","65.21","60.40","533.85K","-3.45%"
"08/03/2024","64.67","65.07","66.36","62.62","617.79K","-0.61%"
"08/02/2024","65.07","69.60","69.95","64.16","637.24K","-6.54%"
"08/01/2024","69.62","70.15","71.43","66.07","598.28K","-0.76%"
"07/31/2024","70.15","71.70","72.90","69.97","375.05K","-2.16%"
"07/30/2024","71.70","73.70","74.55","71.19","337.37K","-2.72%"
"07/29/2024","73.71","71.07","76.72","71.05","998.10K","3.71%"
"07/28/2024","71.07","71.32","71.75","70.36","211.13K","-0.32%"
"07/27/2024","71.30","71.31","72.32","70.45","341.44K","-0.01%"
"07/26/2024","71.31","68.81","71.68","68.77","336.16K","3.60%"
"07/25/2024","68.83","71.26","71.65","67.34","757.79K","-3.40%"
"07/24/2024","71.26","72.90","73.64","70.75","402.25K","-2.25%"
"07/23/2024","72.90","71.26","73.05","70.49","487.73K","2.32%"
"07/22/2024","71.25","73.97","74.60","70.77","576.03K","-3.68%"
"07/21/2024","73.97","73.04","74.09","71.50","374.94K","1.27%"
"07/20/2024","73.04","73.41","73.87","72.33","279.06K","-0.50%"
"07/19/2024","73.41","71.64","74.11","69.70","544.45K","2.47%"
"07/18/2024","71.64","71.37","72.93","70.55","321.66K","0.37%"
"07/17/2024","71.37","73.20","74.23","71.20","463.01K","-2.50%"
"07/16/2024","73.20","72.30","74.02","70.36","671.54K","1.18%"
"07/15/2024","72.35","69.94","72.52","69.74","623.99K","3.47%"
"07/14/2024","69.92","69.81","70.48","69.26","331.98K","0.17%"
"07/13/2024","69.81","69.25","70.59","69.15","373.25K","0.80%"
"07/12/2024","69.25","67.35","69.41","66.80","547.71K","2.82%"
"07/11/2024","67.35","66.97","69.10","66.45","390.44K","0.57%"
"07/10/2024","66.97","65.29","67.27","64.54","370.87K","2.57%"
"07/09/2024","65.29","64.92","66.26","64.29","318.23K","0.57%"
"07/08/2024","64.92","61.99","66.20","59.30","762.26K","4.72%"
"07/07/2024","61.99","65.39","65.54","61.67","390.23K","-5.22%"
"07/06/2024","65.41","61.84","65.63","61.43","466.73K","5.77%"
"07/05/2024","61.84","65.37","65.52","57.33","2.14M","-5.41%"
"07/04/2024","65.37","72.16","72.42","65.09","946.83K","-9.40%"
"07/03/2024","72.16","76.04","76.21","71.81","579.91K","-5.10%"
"07/02/2024","76.04","74.38","76.16","74.29","323.74K","2.23%"
"07/01/2024","74.38","75.32","75.96","74.21","379.92K","-1.24%"
"06/30/2024","75.31","74.94","75.97","74.14","438.96K","0.50%"
"06/29/2024","74.94","72.90","76.76","72.89","489.24K","2.78%"
"06/28/2024","72.91","73.28","74.71","72.60","592.32K","-0.50%"
"06/27/2024","73.28","71.01","73.34","70.56","386.93K","3.19%"
"06/26/2024","71.01","71.34","71.95","70.47","377.43K","-0.47%"
"06/25/2024","71.34","69.68","71.95","69.42","512.60K","2.37%"
"06/24/2024","69.69","73.36","73.43","67.80","982.47K","-4.99%"
"06/23/2024","73.35","74.58","75.06","73.34","282.04K","-1.64%"
"06/22/2024","74.57","74.16","74.88","73.57","232.33K","0.55%"
"06/21/2024","74.16","74.72","74.72","72.20","649.40K","-0.76%"
"06/20/2024","74.73","73.74","75.35","73.26","469.11K","1.34%"
"06/19/2024","73.74","72.66","74.95","72.50","432.31K","1.49%"
"06/18/2024","72.66","76.60","76.74","70.78","1.26M","-5.15%"
"06/17/2024","76.60","78.99","79.23","75.22","592.20K","-3.04%"
"06/16/2024","78.99","79.24","80.13","78.63","245.78K","-0.31%"
"06/15/2024","79.24","77.61","79.46","77.47","281.53K","2.10%"
"06/14/2024","77.61","79.15","80.27","76.39","672.61K","-1.96%"
"06/13/2024","79.16","78.51","79.78","77.34","517.74K","0.83%"
"06/12/2024","78.51","77.31","79.25","76.36","672.73K","1.55%"
"06/11/2024","77.31","79.67","79.79","75.89","1.05M","-2.97%"
"06/10/2024","79.67","80.49","80.50","79.09","320.84K","-1.02%"
"06/09/2024","80.49","79.98","80.71","79.52","220.78K","0.64%"
"06/08/2024","79.98","80.12","80.45","78.99","337.87K","-0.18%"
"06/07/2024","80.12","84.19","84.83","75.70","1.31M","-4.84%"
"06/06/2024","84.19","85.42","85.82","84.18","413.82K","-1.44%"
"06/05/2024","85.42","83.65","85.45","83.51","405.80K","2.11%"
"06/04/2024","83.65","82.83","83.69","81.17","461.68K","1.00%"
"06/03/2024","82.82","83.11","84.28","82.69","491.75K","-0.35%"
"06/02/2024","83.11","83.47","83.51","82.22","340.22K","-0.43%"
"06/01/2024","83.47","83.21","83.74","82.95","215.51K","0.32%"
"05/31/2024","83.21","84.43","84.70","82.09","456.87K","-1.44%"
"05/30/2024","84.42","83.58","85.50","81.96","627.94K","0.99%"
"05/29/2024","83.59","83.44","84.17","82.71","490.74K","0.19%"
"05/28/2024","83.44","85.24","85.52","82.11","668.24K","-2.11%"
"05/27/2024","85.24","83.91","86.41","83.83","490.55K","1.58%"
"05/26/2024","83.92","84.98","85.26","83.60","388.07K","-1.26%"
"05/25/2024","84.99","85.00","85.96","84.45","361.79K","-0.01%"
"05/24/2024","85.00","85.48","86.47","84.02","771.51K","-0.57%"
"05/23/2024","85.48","85.77","87.94","81.63","1.49M","-0.34%"
"05/22/2024","85.77","88.26","88.48","84.91","827.25K","-2.81%"
"05/21/2024","88.26","88.66","89.53","87.06","1.27M","-0.46%"
"05/20/2024","88.66","82.38","89.06","82.38","940.42K","7.64%"
"05/19/2024","82.37","83.85","84.38","81.80","328.73K","-1.76%"
"05/18/2024","83.85","84.15","84.75","83.50","300.61K","-0.37%"
"05/17/2024","84.16","82.43","84.20","81.94","449.39K","2.09%"
"05/16/2024","82.43","82.45","83.24","81.40","478.70K","-0.04%"
"05/15/2024","82.46","78.79","82.84","78.26","610.30K","4.66%"
"05/14/2024","78.79","80.62","81.38","78.65","693.68K","-2.27%"
"05/13/2024","80.62","81.42","82.53","78.98","632.52K","-0.97%"
"05/12/2024","81.41","81.38","82.17","80.91","247.59K","0.02%"
"05/11/2024","81.39","80.22","82.25","80.16","355.32K","1.46%"
"05/10/2024","80.22","83.07","83.48","79.64","573.30K","-3.43%"
"05/09/2024","83.06","81.69","83.13","80.75","495.72K","1.68%"
"05/08/2024","81.69","80.86","82.21","79.36","720.46K","1.03%"
"05/07/2024","80.86","80.79","82.59","80.01","639.21K","0.09%"
"05/06/2024","80.79","81.34","84.04","80.09","833.46K","-0.66%"
"05/05/2024","81.32","81.65","81.74","80.40","467.30K","-0.41%"
"05/04/2024","81.65","81.85","82.97","81.58","414.76K","-0.24%"
"05/03/2024","81.85","80.04","82.62","79.37","573.22K","2.26%"
"05/02/2024","80.04","80.16","81.27","78.66","575.07K","-0.15%"
"05/01/2024","80.16","79.49","80.89","74.65","1.07M","0.83%"
"04/30/2024","79.49","83.52","84.52","77.47","869.00K","-4.80%"
"04/29/2024","83.50","83.97","85.57","81.78","726.78K","-0.55%"
"04/28/2024","83.97","83.88","85.42","83.64","541.70K","0.10%"
"04/27/2024","83.88","88.09","88.45","83.33","969.36K","-4.73%"
"04/26/2024","88.05","83.79","88.53","83.13","1.48M","5.08%"
"04/25/2024","83.79","83.22","85.04","81.97","1.16M","0.70%"
"04/24/2024","83.20","85.02","87.69","82.38","1.29M","-2.14%"
"04/23/2024","85.02","85.39","86.22","84.07","582.86K","-0.43%"
"04/22/2024","85.39","84.14","86.49","83.97","784.91K","1.48%"
"04/21/2024","84.14","85.07","85.67","82.83","501.60K","-1.09%"
"04/20/2024","85.07","80.86","85.94","80.28","624.44K","5.21%"
"04/19/2024","80.86","80.77","82.13","76.03","1.07M","0.12%"
"04/18/2024","80.77","80.18","82.42","78.70","1.28M","0.73%"
"04/17/2024","80.18","79.93","80.78","76.38","947.68K","0.30%"
"04/16/2024","79.94","78.08","80.42","75.50","1.13M","2.40%"
"04/15/2024","78.07","79.76","82.79","75.74","2.21M","-2.12%"
"04/14/2024","79.76","77.32","80.32","73.79","2.52M","3.22%"
"04/13/2024","77.28","86.09","86.52","70.86","4.57M","-10.26%"
"04/12/2024","86.11","98.76","99.52","80.43","3.48M","-12.81%"
"04/11/2024","98.76","96.70","99.91","94.92","1.22M","2.13%"
"04/10/2024","96.70","97.55","98.28","93.86","1.32M","-0.88%"
"04/09/2024","97.56","103.31","103.42","96.55","1.37M","-5.57%"
"04/08/2024","103.31","101.24","105.89","99.76","1.61M","2.03%"
"04/07/2024","101.25","101.56","105.80","100.27","1.31M","-0.30%"
"04/06/2024","101.56","97.83","102.43","97.19","1.09M","3.81%"
"04/05/2024","97.84","98.40","100.18","95.17","1.82M","-0.58%"
"04/04/2024","98.41","98.33","104.05","96.36","2.55M","0.12%"
"04/03/2024","98.30","106.76","109.61","96.57","2.60M","-7.93%"
"04/02/2024","106.76","99.25","108.92","93.72","4.17M","7.58%"
"04/01/2024","99.24","105.05","112.65","97.32","3.66M","-5.53%"
"03/31/2024","105.05","102.85","106.62","101.56","1.49M","2.14%"
"03/30/2024","102.85","108.89","108.98","101.18","1.68M","-5.56%"
"03/29/2024","108.91","94.09","110.07","92.98","5.27M","15.75%"
"03/28/2024","94.09","93.54","96.46","93.43","1.63M","0.59%"
"03/27/2024","93.54","95.76","98.77","92.42","2.46M","-2.33%"
"03/26/2024","95.77","90.60","96.97","87.61","2.36M","5.70%"
"03/25/2024","90.61","89.65","92.00","88.58","1.48M","1.06%"
"03/24/2024","89.65","85.27","90.49","85.25","1.51M","5.15%"
"03/23/2024","85.27","83.39","87.48","82.94","1.16M","2.25%"
"03/22/2024","83.39","85.75","86.18","80.70","1.03M","-2.74%"
"03/21/2024","85.74","84.65","86.95","83.62","1.39M","1.29%"
"03/20/2024","84.65","78.55","85.22","77.12","1.94M","7.73%"
"03/19/2024","78.58","86.74","87.74","77.25","3.32M","-9.40%"
"03/18/2024","86.73","85.91","88.00","80.80","1.37M","0.99%"
"03/17/2024","85.88","84.13","86.79","80.89","1.16M","2.09%"
"03/16/2024","84.13","89.73","90.74","82.40","1.58M","-6.24%"
"03/15/2024","89.73","94.09","95.37","83.72","2.48M","-4.64%"
"03/14/2024","94.10","97.24","98.09","90.12","2.07M","-3.24%"
"03/13/2024","97.25","97.53","98.87","94.22","1.60M","-0.29%"
"03/12/2024","97.53","103.85","104.25","92.21","3.36M","-6.12%"
"03/11/2024","103.89","87.46","105.62","83.80","4.48M","18.79%"
"03/10/2024","87.46","90.69","90.79","85.39","1.09M","-3.57%"
"03/09/2024","90.69","88.35","90.92","86.90","1.28M","2.64%"
"03/08/2024","88.36","88.00","89.28","84.70","1.81M","0.41%"
"03/07/2024","88.00","85.81","89.57","83.50","1.67M","2.55%"
"03/06/2024","85.81","82.01","87.35","79.91","2.03M","4.64%"
"03/05/2024","82.01","88.91","91.79","73.57","4.45M","-7.75%"
"03/04/2024","88.90","90.67","92.59","87.57","2.17M","-1.95%"
"03/03/2024","90.67","94.43","94.52","85.07","1.90M","-4.00%"
"03/02/2024","94.44","84.87","94.49","84.49","3.11M","11.28%"
"03/01/2024","84.87","79.87","86.11","79.87","1.74M","6.25%"
"02/29/2024","79.87","74.45","84.90","73.93","3.29M","7.27%"
"02/28/2024","74.45","73.98","77.91","70.74","2.56M","0.65%"
"02/27/2024","73.98","71.94","76.36","71.94","2.18M","2.86%"
"02/26/2024","71.92","70.14","72.95","69.11","1.04M","2.53%"
"02/25/2024","70.14","70.37","70.59","69.76","437.13K","-0.33%"
"02/24/2024","70.37","68.80","70.67","68.63","513.29K","2.29%"
"02/23/2024","68.80","68.84","69.09","67.54","562.12K","-0.06%"
"02/22/2024","68.84","68.91","69.72","67.92","722.77K","-0.13%"
"02/21/2024","68.93","69.64","69.67","67.38","666.16K","-1.01%"
"02/20/2024","69.64","71.29","71.46","67.70","1.10M","-2.31%"
"02/19/2024","71.29","70.78","71.71","70.49","708.51K","0.71%"
"02/18/2024","70.78","69.97","71.33","69.83","505.38K","1.16%"
"02/17/2024","69.97","70.58","70.70","68.22","593.94K","-0.87%"
"02/16/2024","70.58","69.76","70.98","68.90","769.77K","1.18%"
"02/15/2024","69.76","69.82","70.89","69.04","1.21M","-0.09%"
"02/14/2024","69.82","68.96","70.74","68.43","1.41M","1.25%"
"02/13/2024","68.96","72.84","73.15","68.23","1.71M","-5.34%"
"02/12/2024","72.85","71.54","73.44","70.32","679.41K","1.84%"
"02/11/2024","71.54","70.79","73.04","70.62","845.59K","1.05%"
"02/10/2024","70.79","70.63","71.16","69.97","481.13K","0.24%"
"02/09/2024","70.62","70.54","71.95","70.11","1.10M","0.12%"
"02/08/2024","70.54","68.62","70.65","68.39","609.69K","2.78%"
"02/07/2024","68.63","68.29","68.82","67.75","473.02K","0.50%"
"02/06/2024","68.29","67.71","68.80","67.57","423.07K","0.88%"
"02/05/2024","67.69","66.95","68.25","66.60","347.88K","1.10%"
"02/04/2024","66.95","68.79","68.89","66.64","403.16K","-2.67%"
"02/03/2024","68.79","68.03","69.15","67.89","302.60K","1.12%"
"02/02/2024","68.03","67.55","68.43","67.34","290.37K","0.71%"
"02/01/2024","67.55","66.76","68.11","65.74","409.15K","1.19%"
"01/31/2024","66.76","67.50","70.00","66.25","825.02K","-1.11%"
"01/30/2024","67.51","68.42","68.72","67.21","378.37K","-1.34%"
"01/29/2024","68.42","68.35","68.75","66.85","543.61K","0.10%"
"01/28/2024","68.35","68.04","68.48","67.34","389.87K","0.47%"
"01/27/2024","68.03","67.02","68.33","66.37","352.82K","1.54%"
"01/26/2024","67.00","65.47","67.54","65.20","449.51K","2.34%"
"01/25/2024","65.47","66.10","66.13","64.60","366.59K","-0.95%"
"01/24/2024","66.10","65.51","66.34","64.89","538.41K","0.92%"
"01/23/2024","65.50","67.35","68.41","63.22","1.14M","-2.74%"
"01/22/2024","67.35","71.74","72.67","66.83","1.17M","-6.11%"
"01/21/2024","71.73","71.34","72.30","70.52","447.92K","0.54%"
"01/20/2024","71.34","71.28","72.74","70.47","937.30K","0.09%"
"01/19/2024","71.28","68.07","71.54","67.05","944.03K","4.71%"
"01/18/2024","68.07","69.46","70.33","66.51","1.14M","-2.00%"
"01/17/2024","69.46","69.48","69.97","68.53","568.12K","-0.03%"
"01/16/2024","69.48","69.13","70.45","68.52","736.55K","0.51%"
"01/15/2024","69.13","69.77","71.57","69.00","608.28K","-0.91%"
"01/14/2024","69.77","72.00","72.28","69.58","704.54K","-3.09%"
"01/13/2024","71.99","72.90","73.56","71.01","992.65K","-1.23%"
"01/12/2024","72.89","71.89","77.08","70.54","2.69M","1.36%"
"01/11/2024","71.91","70.07","74.58","69.55","2.04M","2.61%"
"01/10/2024","70.08","66.99","71.14","65.12","1.46M","4.65%"
"01/09/2024","66.97","67.75","67.77","64.27","1.42M","-1.13%"
"01/08/2024","67.74","64.24","68.35","61.07","1.52M","5.44%"
"01/07/2024","64.24","65.64","66.35","63.70","539.54K","-2.13%"
"01/06/2024","65.64","65.99","66.08","63.27","648.82K","-0.53%"
"01/05/2024","65.99","66.41","66.71","63.48","1.15M","-0.63%"
"01/04/2024","66.41","65.21","66.98","64.56","1.21M","1.84%"
"01/03/2024","65.21","72.94","73.60","57.62","2.80M","-10.60%"
"01/02/2024","72.94","74.70","75.87","72.53","854.92K","-2.34%"
"01/01/2024","74.69","72.82","74.76","72.07","437.99K","2.56%"
"12/31/2023","72.83","73.21","74.23","71.91","601.22K","-0.51%"
"12/30/2023","73.20","73.25","74.00","72.47","655.05K","-0.06%"
"12/29/2023","73.25","76.52","77.76","72.96","1.33M","-4.28%"
"12/28/2023","76.52","75.98","77.48","74.54","1.48M","0.70%"
"12/27/2023","75.99","73.22","77.26","72.18","1.38M","3.79%"
"12/26/2023","73.22","72.19","74.38","71.13","1.22M","1.42%"
"12/25/2023","72.19","71.08","72.73","70.61","363.85K","1.56%"
"12/24/2023","71.08","72.48","72.94","70.33","508.15K","-1.93%"
"12/23/2023","72.48","73.55","74.05","71.41","472.21K","-1.45%"
"12/22/2023","73.55","70.91","73.78","70.41","539.30K","3.72%"
"12/21/2023","70.91","69.84","71.07","68.95","580.82K","1.53%"
"12/20/2023","69.84","70.64","71.89","69.50","739.78K","-1.13%"
"12/19/2023","70.64","70.88","71.64","69.77","341.74K","-0.34%"
"12/18/2023","70.88","71.19","71.53","68.27","516.43K","-0.44%"
"12/17/2023","71.19","72.21","73.62","70.93","405.33K","-1.41%"
"12/16/2023","72.21","70.92","72.51","70.65","273.15K","1.82%"
"12/15/2023","70.92","72.93","72.93","70.65","388.12K","-2.77%"
"12/14/2023","72.94","73.13","74.04","71.39","673.75K","-0.26%"
"12/13/2023","73.13","72.37","74.02","70.27","716.86K","1.05%"
"12/12/2023","72.37","72.69","73.70","71.04","476.85K","-0.44%"
"12/11/2023","72.69","77.18","77.49","71.23","988.66K","-5.82%"
"12/10/2023","77.18","76.31","78.93","76.31","559.64K","1.14%"
"12/09/2023","76.31","78.50","79.51","75.89","736.57K","-2.79%"
"12/08/2023","78.50","74.02","78.77","73.38","857.42K","6.05%"
"12/07/2023","74.02","72.48","74.50","72.06","564.53K","2.12%"
"12/06/2023","72.48","74.34","74.79","72.24","640.30K","-2.50%"
"12/05/2023","74.34","72.91","74.35","71.35","543.11K","2.02%"
"12/04/2023","72.87","72.31","75.05","71.90","1.01M","0.77%"
"12/03/2023","72.31","72.21","72.74","71.33","285.70K","0.14%"
"12/02/2023","72.21","71.58","72.70","71.33","286.00K","0.88%"
"12/01/2023","71.58","69.42","72.19","69.21","478.40K","3.11%"
"11/30/2023","69.42","70.00","70.15","69.13","212.38K","-0.83%"
"11/29/2023","70.00","69.76","70.42","69.18","306.94K","0.34%"
"11/28/2023","69.76","69.22","70.23","67.84","633.45K","0.78%"
"11/27/2023","69.22","70.01","70.49","68.00","322.15K","-1.13%"
"11/26/2023","70.01","71.87","71.87","69.11","373.76K","-2.59%"
"11/25/2023","71.87","70.73","72.14","70.52","300.54K","1.61%"
"11/24/2023","70.73","69.52","71.74","69.44","431.38K","1.78%"
"11/23/2023","69.49","68.67","70.65","68.42","487.56K","1.19%"
"11/22/2023","68.67","66.18","69.08","66.11","412.10K","3.76%"
"11/21/2023","66.18","69.50","71.86","65.50","766.11K","-4.78%"
"11/20/2023","69.50","70.52","70.98","68.71","363.29K","-1.45%"
"11/19/2023","70.52","69.85","70.66","68.56","267.73K","0.96%"
"11/18/2023","69.85","70.28","70.32","67.60","319.97K","-0.60%"
